,Unnamed: 0,year,food_category,tons_surplus,tons_supply,us_dollars_surplus,tons_waste,tons_uneaten,tons_inedible_parts,tons_not_fit_for_human_consumption,tons_donations,tons_industrial_uses,tons_animal_feed,tons_anaerobic_digestion,tons_composting,tons_not_harvested,tons_incineration,tons_land_application,tons_landfill,tons_sewer,tons_dumping,gallons_water_footprint,meals_wasted,food_name_food_waste,best_match,score,food_name,serving_size,protein,percent_daily_value,fat,carbs,calories,fiber,calcium,iron,potassium,sodium,phosphorus
640,640,2023,Mushrooms,42806.82241640461,183169.9718288601,411395463.62442535,42615.26085868442,42806.82241640461,1284.2046724921377,32975.49236280301,0.0,0.0,191.56155772018232,0.0,19664.623839856697,0.0,2989.0317393862215,0.0,19406.38829076751,555.2169886739928,0.0,1761781485.0547595,71344704.02734101,mushrooms,mushrooms,1.0,mushrooms,123.83333333333331,1.6925,0.6666666666666666,0.0641666666666666,3.300833333333333,19.916666666666668,1.8666666666666665,0.0043,0.0003808333333333,0.08275,0.2759166666666667,
641,641,2023,Nectarines,40970.55604923483,88950.40392799572,203562465.63438165,40787.21182757997,40970.55604923483,3687.350044431133,31560.956451268637,0.0,0.0,183.34422165485876,0.0,18821.07869116713,0.0,2682.9932861431457,0.0,18751.739772668097,531.4000776015972,0.0,1686207081.146921,68284260.08205806,nectarines,nectarines,1.0,nectarines,90.0,2.855,0.0,0.18,37.85,164.0,3.7,0.0125,0.001705,,0.006,
642,642,2023,Nectarines,40970.55604923483,88950.40392799572,203562465.63438165,40787.21182757997,40970.55604923483,3687.350044431133,31560.956451268637,0.0,0.0,183.34422165485876,0.0,18821.07869116713,0.0,2682.9932861431457,0.0,18751.739772668097,531.4000776015972,0.0,1686207081.146921,68284260.08205806,nectarines,nectarines halves,0.7407407407407407,nectarines halves,28.0,3.57,0.0,0.0,64.3,250.0,7.1,0.0,0.0038599999999999,,0.0,
643,643,2023,Nectarines,40970.55604923483,88950.40392799572,203562465.63438165,40787.21182757997,40970.55604923483,3687.350044431133,31560.956451268637,0.0,0.0,183.34422165485876,0.0,18821.07869116713,0.0,2682.9932861431457,0.0,18751.739772668097,531.4000776015972,0.0,1686207081.146921,68284260.08205806,nectarines,sliced nectarines,0.7407407407407407,sliced nectarines,85.0,1.18,0.0,0.0,10.6,47.0,2.4,0.024,0.0004199999999999,,0.0,
645,645,2023,Oranges,290581.76087616134,545386.187830633,897022468.2200801,289281.40052198607,290581.76087616134,90080.34587160998,223844.61391064676,0.0,0.0,1300.3603541752047,0.0,133487.62416345783,0.0,19393.849125543715,0.0,132630.9969286548,3768.9303043297305,0.0,11959345200.31186,484302934.7936022,oranges,oranges,1.0,oranges,154.0,0.65,0.0,0.075,12.95,47.0,3.2,0.042,0.000175,,0.0005,
647,647,2023,Other Berries,2133.1375290471187,9194.55831485827,30625960.45289897,2123.5916874071877,2133.1375290471187,42.662750580942344,1643.225456298884,0.0,0.0,9.545841639930996,0.0,979.9220016694755,0.0,150.1572421848871,0.0,965.8450268082654,27.667416744559624,0.0,87792599.20751488,3555229.2150785313,other berries,strawberries,0.72,strawberries,141.33333333333334,0.7122222222222222,0.0,0.0216666666666666,14.126470588235293,56.11764705882353,1.847058823529412,0.0148888888888888,0.0009455555555555,0.1443571428571428,0.0,
654,654,2023,Papayas,44087.03743454517,95015.16688479562,99906801.9883554,43889.74688389236,44087.03743454517,16753.07422512716,33961.683772732606,0.0,0.0,197.29055065280875,0.0,20252.729785235668,0.0,2360.2995039476773,0.0,20704.895843356935,571.8217513520754,0.0,1814470729.1642392,73478395.72424196,papayas,papaya,0.9230769230769232,papaya,40.0,2.5,8.0,0.0,65.0,250.0,10.0,0.15,0.0,,0.018,
655,655,2023,Peaches,76191.4729259897,165417.87435082434,375067382.0555634,75850.51425597395,76191.4729259897,3047.658917039587,58692.77820114145,0.0,0.0,340.9586700157494,0.0,35000.88467954205,0.0,4992.423770126106,0.0,34868.980150378746,988.2256559270468,0.0,3135778802.1336155,126985788.20998284,peaches,peaches,1.0,peaches,96.71428571428572,0.6557142857142857,0.0,0.0485714285714285,34.411428571428566,141.71428571428572,4.057142857142857,0.0172857142857142,0.0012928571428571,0.1895,0.0038571428571428,
656,656,2023,Pears,48486.4479821056,173165.88565037714,193635186.39408928,48269.46996366218,48486.4479821056,4848.644798210559,37350.693297913305,0.0,0.0,216.97801844341757,0.0,22273.73364983741,0.0,3657.991019407353,0.0,21708.86190339501,628.8833910224151,0.0,1995535326.1214824,80810746.63684267,pears,pears,1.0,pears,103.0,1.55,0.0,0.0,41.6,174.0,9.3,0.017,0.001665,0.114,0.0025,
657,657,2023,Peas,1939.214514913123,5855.116288988897,24764499.99250433,1930.5364834157888,1939.214514913123,174.52930634218097,1493.84022958566,0.0,0.0,8.678031497334073,0.0,890.8375307470358,0.0,167.01196019600795,0.0,847.534813857629,25.152178615116036,0.0,79811395.3586546,3232024.1915218714,peas,peas,1.0,peas,107.33333333333331,3.68,0.8888888888888888,0.1955555555555556,10.657777777777778,60.111111111111114,3.411111111111111,0.0121111111111111,0.00099,0.1178571428571428,0.094,
659,659,2023,Plums,22584.373879468116,71970.59872360776,115705914.6153326,22483.30826430982,22584.373879468116,1355.0624327680864,17397.48026930609,0.0,0.0,101.065615158297,0.0,10374.823262476748,0.0,1544.7664486823105,0.0,10270.79262806176,292.92592508900015,0.0,929495101.6301844,37640623.13244686,plums,pumpkins,0.6153846153846154,pumpkins,39.0,0.0,0.0,0.0,94.9,385.0,0.0,0.0,0.0,,0.205,
661,661,2023,Potatoes,732466.5621848634,3001912.140101899,1564858277.7512112,729188.7567391522,732466.5621848634,183116.6405462158,564242.897834887,0.0,0.0,3277.8054457111048,0.0,336480.93008460506,0.0,46235.14923808012,0.0,336972.3721846351,9500.305231831991,0.0,30145802814.47083,1220777603.641439,potatoes,potatoes,1.0,potatoes,139.93333333333334,2.4780000000000006,1.2,0.1233333333333333,21.133333333333336,92.6,1.6333333333333326,0.0269333333333333,0.0007213333333333,0.4735,0.1493333333333333,0.041
662,662,2023,Potatoes,732466.5621848634,3001912.140101899,1564858277.7512112,729188.7567391522,732466.5621848634,183116.6405462158,564242.897834887,0.0,0.0,3277.8054457111048,0.0,336480.93008460506,0.0,46235.14923808012,0.0,336972.3721846351,9500.305231831991,0.0,30145802814.47083,1220777603.641439,potatoes,potato leek soup,0.6666666666666666,potato leek soup,37.0,16.2,3.0,8.11,59.5,378.0,5.4,0.378,0.0,,1.3,
663,663,2023,Pumpkins,224311.05266733683,286476.44018816965,215708004.57611403,223307.25532295977,224311.05266733683,67293.31580020103,172794.1245479938,0.0,0.0,1003.7973443770964,0.0,103044.14634932268,0.0,12762.616800385267,0.0,104591.1123090616,2909.3798641901744,0.0,9231870930.251806,373851754.4455614,pumpkins,mints,0.6153846153846154,mints,5.0,0.0,0.0,0.2,92.0,370.0,0.0,0.0,0.0,,0.0,
664,664,2023,Radishes,35381.20353156148,67650.48476397988,102152325.51644036,35222.87179657329,35381.20353156148,3538.1203531561473,27255.295791230514,0.0,0.0,158.3317349881911,0.0,16253.43856830949,0.0,1693.8641389116565,0.0,16816.664546301385,458.9045430507604,0.0,1456168568.049826,58968672.55260247,radishes,radishes,1.0,radishes,85.0,1.18,0.0,0.0,3.53,18.0,1.2,0.025,0.0,0.233,0.041,
665,665,2023,Radishes,35381.20353156148,67650.48476397988,102152325.51644036,35222.87179657329,35381.20353156148,3538.1203531561473,27255.295791230514,0.0,0.0,158.3317349881911,0.0,16253.43856830949,0.0,1693.8641389116565,0.0,16816.664546301385,458.9045430507604,0.0,1456168568.049826,58968672.55260247,radishes,shredded radishes,0.64,shredded radishes,28.0,3.57,0.0,0.0,14.3,68.0,7.1,,,,0.161,
666,666,2023,Raspberries,25228.798678917326,108744.82189188505,421799559.7559792,25115.89919931264,25228.798678917326,1009.1519471566928,19434.56699651027,0.0,0.0,112.89947960468584,0.0,11589.620718081136,0.0,2027.3165171653504,0.0,11171.737077011634,327.22488705451985,0.0,1038330525.2215384,42047997.79819555,raspberries,raspberries,1.0,raspberries,142.14000040690104,1.3646666666666667,0.0,0.5840000000000001,13.12,57.714285714285715,5.9333333333333345,0.0245714285714285,0.0007257142857142,0.1507,0.0005333333333333,
668,668,2023,Spinach,15242.77451318761,44207.58269485966,99663553.49338166,15174.562731399184,15242.77451318761,4267.97686369253,11742.00667496692,0.0,0.0,68.21178178842644,0.0,7002.234927924018,0.0,858.0029595483899,0.0,7116.621606766957,197.70323715981937,0.0,627340138.8444856,25404624.18864602,spinach,spinach,1.0,spinach,100.0,2.6315000000000004,21.5,0.1175,5.9545,36.35,2.13,0.081,0.0021625,0.4771538461538461,0.11995,
669,669,2023,Sprouts,2385.2127040249384,6007.033278829775,32238041.485596288,2374.538819926924,2385.2127040249384,0.0,1837.4071903803151,0.0,0.0,10.67388409801435,0.0,1095.720447232332,0.0,198.08052966081743,0.0,1049.800937650016,30.93690538375888,0.0,98167145.85799626,3975354.506708231,sprouts,brussels sprouts,0.6086956521739131,brussels sprouts,85.0,3.53,0.25,0.0875,9.41,50.0,3.5,0.02975,0.00106,,0.0195,
672,672,2023,Sweet Corn,362863.7571994221,480486.9666305907,710434343.9848274,361239.9331768597,362863.7571994221,232232.80460763004,279525.79469393264,0.0,0.0,1623.8240225623736,0.0,166692.57112878346,0.0,24778.309551066803,0.0,165062.603590071,4706.448906938407,0.0,14934223400.482008,604772928.6657034,sweet corn,sweet corn,1.0,sweet corn,107.5,2.4725,0.0,1.29,13.95,84.75,1.9250000000000005,0.008,0.00025,0.2375,0.062,
673,673,2023,Tomatoes,194960.3512194221,1268447.3078687189,873726985.8233548,194087.89896847075,194960.3512194221,17546.431609747982,150184.3213249515,0.0,0.0,872.4522509513369,0.0,89561.00345694124,0.0,12007.351300279515,0.0,89990.85151684929,2528.6926944007255,0.0,8023897073.157248,324933918.69903684,tomatoes,tomatoes,1.0,tomatoes,103.66666666666669,0.5566666666666666,3.3333333333333335,0.0,3.4333333333333336,18.666666666666668,1.25,0.017,0.0012,,0.0113333333333333,
677,677,2023,Coffee,187836.5256149595,877740.77390168,1076851323.0441773,187836.5256149595,187836.5256149595,0.0,153539.55310435497,0.0,0.0,0.0,0.0,69467.43465525385,0.0,8326.415873333211,0.0,59990.163565171664,50052.5115212008,0.0,3203598341.0484715,313060876.02493256,coffee,coffee,1.0,coffee,170.9056,1.05014,27.001600000000003,9.345,9.37142,121.5,0.5814199999999999,0.046,0.0017433333333333,,0.057,
685,685,2023,Brownies,2930.845830061775,36380.90653006177,44983127.0429329,1692.607602652139,2370.837151353656,0.0,763.514647189393,560.008678708119,135.41663290152815,542.8129157999883,141.0052558466706,525.7604509160923,0.0,104.75018536035942,34.248227792026654,886.84348273699,0.0,0.0,51374456.83113791,3951395.2522560935,brownies,brownies,1.0,brownies,50.36842105263158,4.347368421052631,19.157894736842103,23.81052631578947,56.53684210526316,443.3684210526315,3.005263157894737,0.0277368421052631,0.002848947368421,0.2575,0.1983684210526315,
686,686,2023,Cake,20202.838947530658,250780.02665753063,447928103.2443128,11667.44372801976,16342.600026358505,0.0,5263.041574221212,3860.238921172152,933.4508138453634,3741.705484493375,971.974180765966,3624.159826453589,0.0,682.1792184675556,236.07909471856257,6153.051407614087,0.0,0.0,354133222.1335125,27237666.710597504,cake,cake,1.0,cake,84.0,4.7749999999999995,41.5,19.6,55.35,416.5,1.2,0.036,0.00118,0.047,0.2815,
687,687,2023,Cheesecake,3462.7629433594348,42983.65123335944,62216795.408595905,1999.7977457547604,2801.1186901203346,0.0,902.0843743745664,661.6442532391002,159.9933007448693,641.3276436207041,166.59619887084804,621.1803390824614,0.0,124.678013060758,40.46391415663885,1046.8792805840542,0.0,0.0,60698370.25386412,4668531.150200558,cheesecake,cheesecake,1.0,cheesecake,94.59444427490234,4.968823529411764,41.388888888888886,20.252941176470586,36.07647058823529,344.2352941176471,1.4,0.0512941176470588,0.00085,0.0953333333333333,0.2459411764705882,
688,688,2023,Cookies,16141.908156722344,200371.25318672232,292619127.4129667,9322.195042516085,13057.607861580802,0.0,4205.128493907738,3084.300295141541,745.8198001301826,2989.5930189345336,776.5996648974601,2895.6749700292517,0.0,564.1848512992946,188.62532511228935,4897.110231177787,0.0,0.0,282949637.0173268,21762679.76930134,cookies,cookies,1.0,cookies,37.5,4.986315789473685,11.25,20.521052631578947,67.96111111111111,468.42105263157896,1.416666666666667,0.0186470588235294,0.0017611764705882,0.0473333333333333,0.2583333333333333,
689,689,2023,Cupcakes,4652.529669628467,57752.35438962847,113141525.56828249,2686.9059469469953,3763.5518304617976,0.0,1212.030504234912,888.9778391666689,214.96521443513345,861.6806690796677,223.8367947134088,834.6109754100584,0.0,162.99512980554633,54.36686375661039,1411.0961832613716,0.0,0.0,81553653.28884529,6272586.384102996,cupcakes,cupcakes,1.0,cupcakes,75.0,2.659375,27.0,20.93125,55.068749999999994,419.75,0.46875,0.026,0.0009786666666666,,0.2545625,
690,690,2023,Donuts,7743.375081857649,96119.35305185764,150342417.4633666,4471.91571774457,6263.816790577253,0.0,2017.226642574736,1479.558291280396,357.7744588689799,1434.1266139637005,372.5397539969061,1389.073533957977,0.0,269.91412277215073,90.48475732241911,2349.903549695118,0.0,0.0,135732724.24971595,10439694.650962088,donuts,donuts,1.0,donuts,53.0,3.3375,16.5,20.5,56.85,418.5,1.925,0.073,0.001655,,0.40575,
692,692,2023,Flatbreads And Pizza Crusts,2690.883200964064,33402.22444096406,27791707.367888007,1554.0255707359054,2176.72516150895,0.0,701.0019826831483,514.1580394551142,124.32941332781029,498.37017744523354,129.4604684810215,482.71388095210193,0.0,125.73135774717446,31.444158503012297,784.6757050525952,0.0,0.0,47168179.7205446,3627875.269181583,flatbreads and pizza crusts,flatbread pizza crust,0.875,flatbread pizza crust,59.0,8.47,0.0,5.93,54.2,305.0,1.7,0.085,0.00322,0.119,0.059,
693,693,2023,Flatbreads And Pizza Crusts,2690.883200964064,33402.22444096406,27791707.367888007,1554.0255707359054,2176.72516150895,0.0,701.0019826831483,514.1580394551142,124.32941332781029,498.37017744523354,129.4604684810215,482.71388095210193,0.0,125.73135774717446,31.444158503012297,784.6757050525952,0.0,0.0,47168179.7205446,3627875.269181583,flatbreads and pizza crusts,"flatbread pizza crust, flatbread",0.711864406779661,"flatbread pizza crust, flatbread",57.0,10.5,0.0,6.14,45.6,263.0,8.8,0.0,0.0019299999999999,0.211,0.596,
694,694,2023,Flatbreads And Pizza Crusts,2690.883200964064,33402.22444096406,27791707.367888007,1554.0255707359054,2176.72516150895,0.0,701.0019826831483,514.1580394551142,124.32941332781029,498.37017744523354,129.4604684810215,482.71388095210193,0.0,125.73135774717446,31.444158503012297,784.6757050525952,0.0,0.0,47168179.7205446,3627875.269181583,flatbreads and pizza crusts,"naan pizza crust, naan",0.6122448979591837,"naan pizza crust, naan",85.0,8.24,0.0,0.59,44.7,235.0,2.4,0.024,0.00318,0.035,0.424,
695,695,2023,Muffins,8961.773302112586,111243.4620421126,141963611.1270301,5175.559037877133,7249.410688453039,0.0,2334.63156293335,1712.362613659547,414.0692604678276,1659.7823901080767,431.15783312205554,1607.6403350862022,0.0,380.5213702606351,104.72227857334464,2651.5172208348954,0.0,0.0,157089885.4240051,12082351.147421733,muffins,muffins,1.0,muffins,101.33333333333331,5.098333333333334,17.5,14.681666666666668,46.51666666666667,323.5,3.5833333333333326,0.0866666666666666,0.0017333333333333,0.13,0.3138333333333333,
696,696,2023,Naan,2066.9870020647345,25657.733392064732,24790432.028146252,1193.7161205794914,1672.039356555612,0.0,538.470783907884,394.9476455091225,95.5029490803788,382.82028689574105,99.4443406297278,370.7939896041378,0.0,95.2727150949529,24.153655904984664,604.0514193456884,0.0,0.0,36231975.56790616,2786732.26092602,naan,naan,1.0,naan,81.0,8.533333333333333,1.0,4.543333333333333,49.666666666666664,282.3333333333333,1.9333333333333331,0.02,0.0028633333333333,0.04,0.4416666666666667,
697,697,2023,Naan,2066.9870020647345,25657.733392064732,24790432.028146252,1193.7161205794914,1672.039356555612,0.0,538.470783907884,394.9476455091225,95.5029490803788,382.82028689574105,99.4443406297278,370.7939896041378,0.0,95.2727150949529,24.153655904984664,604.0514193456884,0.0,0.0,36231975.56790616,2786732.26092602,naan,mini naan,0.6153846153846154,mini naan,45.0,8.89,4.333333333333333,7.78,48.9,289.0,2.2,0.0886666666666666,0.00237,0.1103333333333333,0.741,
698,698,2023,Other Desserts,5373.166468595664,66697.69697859566,106615371.46700722,3103.084550465376,4346.493614058786,0.0,1399.7635967338565,1026.6728545368776,248.2614758283901,995.1475877650186,258.50718752924433,963.8850315495916,0.0,226.25248475638224,62.787822987285885,1591.6520236428723,0.0,0.0,94185612.20655107,7244156.02343131,other desserts,frozen dairy dessert,0.6470588235294118,frozen dairy dessert,66.0,4.55,9.0,6.06,33.3,197.0,0.4,0.091,0.0,,0.197,
700,700,2023,Pita Bread,1406.68092505177,17461.28258505177,13830259.877363326,812.379417513812,1137.90065755283,0.0,366.4544477852366,268.7802674989398,64.994204909544,260.5270351294739,67.67650542962042,252.34257969642024,0.0,95.52174555462786,16.43768780251957,380.40089903062386,0.0,0.0,24657546.88220297,1896501.0959213837,pita bread,pita bread,1.0,pita bread,39.0,10.3,0.0,2.56,43.6,231.0,5.1,0.154,0.00277,,0.308,
701,701,2023,Pita Bread,1406.68092505177,17461.28258505177,13830259.877363326,812.379417513812,1137.90065755283,0.0,366.4544477852366,268.7802674989398,64.994204909544,260.5270351294739,67.67650542962042,252.34257969642024,0.0,95.52174555462786,16.43768780251957,380.40089903062386,0.0,0.0,24657546.88220297,1896501.0959213837,pita bread,"pita mini bread, pita",0.6451612903225806,"pita mini bread, pita",28.0,17.9,0.0,5.36,25.0,179.0,7.1,0.386,0.00357,0.093,0.75,
702,702,2023,Pita Bread,1406.68092505177,17461.28258505177,13830259.877363326,812.379417513812,1137.90065755283,0.0,366.4544477852366,268.7802674989398,64.994204909544,260.5270351294739,67.67650542962042,252.34257969642024,0.0,95.52174555462786,16.43768780251957,380.40089903062386,0.0,0.0,24657546.88220297,1896501.0959213837,pita bread,bakery bread,0.6363636363636364,bakery bread,37.0,8.8675,0.0,4.065,50.475,275.5,3.4250000000000003,0.072,0.0026975,0.079,0.52775,
703,703,2023,Pita Bread,1406.68092505177,17461.28258505177,13830259.877363326,812.379417513812,1137.90065755283,0.0,366.4544477852366,268.7802674989398,64.994204909544,260.5270351294739,67.67650542962042,252.34257969642024,0.0,95.52174555462786,16.43768780251957,380.40089903062386,0.0,0.0,24657546.88220297,1896501.0959213837,pita bread,"pita bread, pita bread",0.625,"pita bread, pita bread",28.0,10.7,0.0,2.32,57.1,275.0,3.6,0.071,0.00257,,0.536,
705,705,2023,Sliced Bread,190309.127295331,2362327.796615331,992649683.9449652,109906.38689015635,153945.98535534463,0.0,49577.430751706685,36363.14193998638,8793.032019776638,35246.56644541157,9155.919055513454,34139.295746624884,0.0,7281.569283963964,2223.8461933614963,57105.75661069257,0.0,0.0,3335906633.000698,256576642.2589077,sliced bread,sliced bread,1.0,sliced bread,28.0,7.14,0.0,1.79,50.0,250.0,0.0,0.089,0.0028599999999999,0.071,0.5,
706,706,2023,Sliced Bread,190309.127295331,2362327.796615331,992649683.9449652,109906.38689015635,153945.98535534463,0.0,49577.430751706685,36363.14193998638,8793.032019776638,35246.56644541157,9155.919055513454,34139.295746624884,0.0,7281.569283963964,2223.8461933614963,57105.75661069257,0.0,0.0,3335906633.000698,256576642.2589077,sliced bread,sliced radishes,0.7407407407407407,sliced radishes,28.0,3.57,0.0,0.0,14.3,68.0,7.1,,,,0.161,
707,707,2023,Sliced Bread,190309.127295331,2362327.796615331,992649683.9449652,109906.38689015635,153945.98535534463,0.0,49577.430751706685,36363.14193998638,8793.032019776638,35246.56644541157,9155.919055513454,34139.295746624884,0.0,7281.569283963964,2223.8461933614963,57105.75661069257,0.0,0.0,3335906633.000698,256576642.2589077,sliced bread,stromboli stuffed bread,0.6285714285714286,stromboli stuffed bread,151.0,8.61,15.0,3.31,31.1,185.0,2.0,0.099,0.0023799999999999,,0.404,
