,Unnamed: 0,year,food_category,tons_surplus,tons_supply,us_dollars_surplus,tons_waste,tons_uneaten,tons_inedible_parts,tons_not_fit_for_human_consumption,tons_donations,tons_industrial_uses,tons_animal_feed,tons_anaerobic_digestion,tons_composting,tons_not_harvested,tons_incineration,tons_land_application,tons_landfill,tons_sewer,tons_dumping,gallons_water_footprint,meals_wasted,food_name_food_waste,best_match,score,food_name,serving_size,protein,percent_daily_value,fat,carbs,calories,fiber,calcium,iron,potassium,sodium,phosphorus
8699,8699,2015,Cranberry Sauce,7451.78554706464,42409.570013457625,24032824.907900456,7300.875609278035,7451.78554706464,0.0,3895.343695454228,0.0,0.0,150.90993778660345,0.0,2295.891376974382,0.0,686.2688784938921,0.0,3537.4679615685113,781.2473922412496,0.0,956822369.7907752,12419642.578441069,cranberry sauce,cranberry sauce,1.0,cranberry sauce,60.25,0.0,2.5,0.0,39.418181818181814,143.08333333333334,1.82,0.0029,0.0003649999999999,,0.0073636363636363,
8700,8700,2015,Dessert Toppings,12732.759519512128,46021.46788416571,79680427.82581982,12474.901864483623,12732.759519512128,0.0,6655.918129528551,0.0,0.0,257.85765502850023,0.0,3922.956800259994,0.0,701.8262571217141,0.0,6515.212547679002,1334.906259422915,0.0,1634908715.5674646,21221265.865853548,dessert toppings,salad toppings,0.6666666666666666,salad toppings,28.0,10.7,3.0,25.0,53.6,429.0,10.7,0.143,0.0038599999999999,,0.375,
8702,8702,2015,Dried Fruit And Vegetables,17960.859011265547,141691.85083043188,170517328.2722272,17597.124427270202,17960.859011265547,0.0,9388.852976590984,0.0,0.0,363.7345839953394,0.0,5533.731622652599,0.0,1507.782506344014,0.0,8672.588547803154,1883.0217504704365,0.0,2306205885.03203,29934765.01877591,dried fruit and vegetables,root vegetables,0.6341463414634146,root vegetables,85.0,1.18,0.0,0.0,22.4,94.0,4.7,0.066,0.0011799999999999,0.288,0.024,
8704,8704,2015,Edible Cake Decoration,648.5102493743948,2343.984708766381,15052343.267231878,635.3769351144833,648.5102493743948,0.0,339.0020144008426,0.0,0.0,13.133314259911248,0.0,199.8056814725003,0.0,35.8234399489797,0.0,331.75780808085267,67.99000561215071,0.0,83269856.56269215,1080850.4156239913,edible cake decoration,edible decorations,0.85,edible decorations,7.0,4.385,0.0,0.44,71.3,298.0,0.0,0.035,0.0025299999999999,,0.298,
8705,8705,2015,Edible Cake Decoration,648.5102493743948,2343.984708766381,15052343.267231878,635.3769351144833,648.5102493743948,0.0,339.0020144008426,0.0,0.0,13.133314259911248,0.0,199.8056814725003,0.0,35.8234399489797,0.0,331.75780808085267,67.99000561215071,0.0,83269856.56269215,1080850.4156239913,edible cake decoration,natural edible cake decoration,0.8461538461538461,natural edible cake decoration,0.699999988079071,0.0,0.0,0.0,571.0,329.0,,,,,0.0,
8706,8706,2015,Edible Cake Decoration,648.5102493743948,2343.984708766381,15052343.267231878,635.3769351144833,648.5102493743948,0.0,339.0020144008426,0.0,0.0,13.133314259911248,0.0,199.8056814725003,0.0,35.8234399489797,0.0,331.75780808085267,67.99000561215071,0.0,83269856.56269215,1080850.4156239913,edible cake decoration,edible decorating dough,0.7111111111111111,edible decorating dough,35.0,0.0,1.0,7.14,77.1,371.0,,,,,0.086,
8707,8707,2015,Edible Cake Decoration,648.5102493743948,2343.984708766381,15052343.267231878,635.3769351144833,648.5102493743948,0.0,339.0020144008426,0.0,0.0,13.133314259911248,0.0,199.8056814725003,0.0,35.8234399489797,0.0,331.75780808085267,67.99000561215071,0.0,83269856.56269215,1080850.4156239913,edible cake decoration,edible decorating paper,0.7111111111111111,edible decorating paper,4.0,0.0,0.0,0.0,100.0,375.0,,,,,0.0,
8708,8708,2015,Edible Cake Decoration,648.5102493743948,2343.984708766381,15052343.267231878,635.3769351144833,648.5102493743948,0.0,339.0020144008426,0.0,0.0,13.133314259911248,0.0,199.8056814725003,0.0,35.8234399489797,0.0,331.75780808085267,67.99000561215071,0.0,83269856.56269215,1080850.4156239913,edible cake decoration,edible decor,0.7058823529411765,edible decor,4.6,0.0,1.2,5.0,86.0,371.6,0.0,0.0,0.0,0.0,0.0,
8709,8709,2015,Edible Cake Decoration,648.5102493743948,2343.984708766381,15052343.267231878,635.3769351144833,648.5102493743948,0.0,339.0020144008426,0.0,0.0,13.133314259911248,0.0,199.8056814725003,0.0,35.8234399489797,0.0,331.75780808085267,67.99000561215071,0.0,83269856.56269215,1080850.4156239913,edible cake decoration,edible decor white decorating icing,0.6666666666666666,edible decor white decorating icing,6.0,0.0,0.0,16.7,66.7,417.0,0.0,0.0,0.0,,0.167,
8710,8710,2015,Edible Cake Decoration,648.5102493743948,2343.984708766381,15052343.267231878,635.3769351144833,648.5102493743948,0.0,339.0020144008426,0.0,0.0,13.133314259911248,0.0,199.8056814725003,0.0,35.8234399489797,0.0,331.75780808085267,67.99000561215071,0.0,83269856.56269215,1080850.4156239913,edible cake decoration,basket decorating kit,0.6511627906976745,basket decorating kit,22.0,0.0,3.0,6.82,81.8,364.0,,,,,0.023,
8711,8711,2015,Edible Cake Decoration,648.5102493743948,2343.984708766381,15052343.267231878,635.3769351144833,648.5102493743948,0.0,339.0020144008426,0.0,0.0,13.133314259911248,0.0,199.8056814725003,0.0,35.8234399489797,0.0,331.75780808085267,67.99000561215071,0.0,83269856.56269215,1080850.4156239913,edible cake decoration,edible decor pumpkins,0.6511627906976745,edible decor pumpkins,6.0,0.0,0.0,0.0,100.0,1670.0,0.0,0.0,0.0,,0.0,
8712,8712,2015,Edible Cake Decoration,648.5102493743948,2343.984708766381,15052343.267231878,635.3769351144833,648.5102493743948,0.0,339.0020144008426,0.0,0.0,13.133314259911248,0.0,199.8056814725003,0.0,35.8234399489797,0.0,331.75780808085267,67.99000561215071,0.0,83269856.56269215,1080850.4156239913,edible cake decoration,edible decor pearls,0.6341463414634146,edible decor pearls,7.0,0.0,0.0,0.0,85.7,357.0,0.0,0.0,0.0,,0.0,
8715,8715,2015,Fruit Snacks,25672.688003920102,202529.88327485093,172037986.11501488,25152.777208713094,25672.688003920102,0.0,13420.131689219974,0.0,0.0,519.9107952070077,0.0,7909.742254347587,0.0,1457.0074987491964,0.0,13094.495281453514,2691.5321741627968,0.0,3296418290.5781846,42787813.33986685,fruit snacks,fruit snacks,1.0,fruit snacks,31.9375,1.9885714285714289,12.5,0.9314285714285714,80.5142857142857,298.375,0.0,0.0,0.0,,0.0685714285714285,
8716,8716,2015,Gift Baskets,1267.3099342613796,5922.009038604578,32300790.62265275,1241.6449896480626,1267.3099342613796,0.0,662.4731390124579,0.0,0.0,25.66494461331689,0.0,390.4575529781323,0.0,78.18316074694283,0.0,640.1391290330397,132.86514688994765,0.0,162724824.39286256,2112183.2237689663,gift baskets,gift set,0.8,gift set,32.0,0.0,0.0,0.0,25.0,94.0,0.0,0.0,0.0,,0.375,
8717,8717,2015,Gift Baskets,1267.3099342613796,5922.009038604578,32300790.62265275,1241.6449896480626,1267.3099342613796,0.0,662.4731390124579,0.0,0.0,25.66494461331689,0.0,390.4575529781323,0.0,78.18316074694283,0.0,640.1391290330397,132.86514688994765,0.0,162724824.39286256,2112183.2237689663,gift baskets,easter basket,0.64,easter basket,30.0,3.33,0.0,0.0,73.3,300.0,0.0,,,,0.083,
8718,8718,2015,Gnocchi And Dumplings,1635.5163880460193,7642.599944140277,10413023.70534298,1602.3947053553222,1635.5163880460193,0.0,854.9492481700196,0.0,0.0,33.12168269069676,0.0,503.9017760910036,0.0,127.97251812076075,0.0,799.0523911557711,171.4680199877868,0.0,210003180.62806788,2725860.6467433656,gnocchi and dumplings,gnocchi potato dumplings,0.8444444444444444,gnocchi potato dumplings,425.0,1.18,0.0,0.0,11.3,49.0,0.9,0.0,0.00025,,0.139,
8719,8719,2015,Gnocchi And Dumplings,1635.5163880460193,7642.599944140277,10413023.70534298,1602.3947053553222,1635.5163880460193,0.0,854.9492481700196,0.0,0.0,33.12168269069676,0.0,503.9017760910036,0.0,127.97251812076075,0.0,799.0523911557711,171.4680199877868,0.0,210003180.62806788,2725860.6467433656,gnocchi and dumplings,gnocchi (potato dumpling),0.782608695652174,gnocchi (potato dumpling),108.0,7.41,9.0,3.24,43.5,231.0,1.9,0.093,0.00067,,0.042,
8720,8720,2015,Gnocchi And Dumplings,1635.5163880460193,7642.599944140277,10413023.70534298,1602.3947053553222,1635.5163880460193,0.0,854.9492481700196,0.0,0.0,33.12168269069676,0.0,503.9017760910036,0.0,127.97251812076075,0.0,799.0523911557711,171.4680199877868,0.0,210003180.62806788,2725860.6467433656,gnocchi and dumplings,mini gnocchi potato dumplings,0.76,mini gnocchi potato dumplings,140.0,3.57,0.0,0.0,35.7,157.0,1.4,0.014,0.00029,0.107,0.293,
8721,8721,2015,Gnocchi And Dumplings,1635.5163880460193,7642.599944140277,10413023.70534298,1602.3947053553222,1635.5163880460193,0.0,854.9492481700196,0.0,0.0,33.12168269069676,0.0,503.9017760910036,0.0,127.97251812076075,0.0,799.0523911557711,171.4680199877868,0.0,210003180.62806788,2725860.6467433656,gnocchi and dumplings,"gnocchi potato dumplings, gnocchi",0.7037037037037037,"gnocchi potato dumplings, gnocchi",142.0,6.34,3.0,1.41,43.7,211.0,2.8,0.014,0.00127,,0.493,
8722,8722,2015,Gnocchi And Dumplings,1635.5163880460193,7642.599944140277,10413023.70534298,1602.3947053553222,1635.5163880460193,0.0,854.9492481700196,0.0,0.0,33.12168269069676,0.0,503.9017760910036,0.0,127.97251812076075,0.0,799.0523911557711,171.4680199877868,0.0,210003180.62806788,2725860.6467433656,gnocchi and dumplings,"mini gnocchi potato dumplings, potato",0.6551724137931034,"mini gnocchi potato dumplings, potato",140.0,3.57,0.0,0.0,35.7,157.0,1.4,0.014,0.00029,0.107,0.293,
8723,8723,2015,Gnocchi And Dumplings,1635.5163880460193,7642.599944140277,10413023.70534298,1602.3947053553222,1635.5163880460193,0.0,854.9492481700196,0.0,0.0,33.12168269069676,0.0,503.9017760910036,0.0,127.97251812076075,0.0,799.0523911557711,171.4680199877868,0.0,210003180.62806788,2725860.6467433656,gnocchi and dumplings,gnocchi cauliflower & potato dumplings,0.6440677966101694,gnocchi cauliflower & potato dumplings,140.0,3.57,0.0,0.36,37.1,164.0,2.1,0.0,0.0,0.036,0.407,
8725,8725,2015,Gum,67601.83923287419,533305.7686405348,342148390.23286873,66232.7996532379,67601.83923287419,0.0,35338.16111503867,0.0,0.0,1369.039579636271,0.0,20828.092647339035,0.0,4666.089519568688,0.0,33651.22074392135,7087.396742408834,0.0,8680195049.694256,112669732.05479032,gum,gum,1.0,gum,2.700000047683716,0.0,0.6666666666666666,0.0,74.10000000000001,370.0,,,,,0.0,
8726,8726,2015,Hard Shell Tortillas,1428.795543365121,35719.88858412803,11114579.921924531,1399.8602707117172,1428.795543365121,0.0,746.8880682070632,0.0,0.0,28.935272653403462,0.0,440.2111878761173,0.0,60.98205369893855,0.0,748.8716834104786,149.7953457261828,0.0,183459860.6085268,2381325.9056085353,hard shell tortillas,grande hard & soft taco shell and tortilla,0.6129032258064516,grande hard & soft taco shell and tortilla,66.0,9.09,8.0,4.55,54.6,288.0,1.5,0.152,0.00333,0.348,0.5,
8727,8727,2015,"Herbs, Spices, And Seasonings",44133.35614146061,206230.6361750496,1119923864.4595287,43239.58887084378,44133.35614146061,0.0,23070.254708630768,0.0,0.0,893.7672706168205,0.0,13597.464817278891,0.0,2775.7148991593945,0.0,22239.455093717013,4626.954060688477,0.0,5666800546.444429,73555593.56910102,"herbs, spices, and seasonings",herb and spice seasoned coating,0.6666666666666666,herb and spice seasoned coating,29.0,6.9,10.0,1.72,75.9,345.0,6.9,,0.00124,,1.97,
8729,8729,2015,Hot Cocoa,11011.983234112202,39801.86949836339,133045069.72025365,10788.973903761622,11011.983234112202,0.0,5756.400153295304,0.0,0.0,223.00933035057687,0.0,3392.786492700897,0.0,758.4166440760641,0.0,5483.271200307869,1154.4995666767936,0.0,1413958014.171516,18353305.390187003,hot cocoa,hot cocoa,1.0,hot cocoa,24.25,6.33,4.5,5.8175,82.925,392.25,8.025,0.0785,0.0046124999999999,0.821,0.06975,
8731,8731,2015,Marshmallows,9810.737095249868,77396.15884545493,37931981.33158746,9612.054817648885,9810.737095249868,0.0,5128.461178917632,0.0,0.0,198.6822776009817,0.0,3022.683161838914,0.0,602.4283799379542,0.0,4958.3827083114475,1028.560567560569,0.0,1259715897.2951074,16351228.492083116,marshmallows,marshmallows,1.0,marshmallows,30.05,3.2895000000000003,6.85,1.045,78.69,331.05,0.2875,0.0185714285714285,0.0,0.0418333333333333,0.065,
8736,8736,2015,Oatmeal And Hot Cereal,111147.5943508618,356242.28958609555,541652784.0349841,108896.68731084016,111147.5943508618,0.0,58101.25347609897,0.0,0.0,2250.9070400216247,0.0,34244.517884993365,0.0,8020.476622699836,0.0,54978.94626447287,11652.746538674082,0.0,14271546591.303543,185245990.58476967,oatmeal and hot cereal,"watermelon candy, watermelon",0.6,"watermelon candy, watermelon",30.200000127156574,1.04,14.0,2.713333333333334,86.26666666666667,390.0,,,,,0.0363333333333333,
8741,8741,2015,Pasta,143957.23741325957,672697.3710899979,567003313.1435148,141041.88543422628,143957.23741325957,0.0,75252.15448445646,0.0,0.0,2915.351979033255,0.0,44353.15240121866,0.0,11716.90792920965,0.0,69879.30591990043,15092.519183897535,0.0,18484362463.24165,239928729.0220993,pasta,pasta,1.0,pasta,73.0,11.00125,3.150000000372529,3.55875,60.5875,318.5,2.6714285714285713,0.0645,0.00242,0.076,0.336625,
8742,8742,2015,Pasta Sauce,199240.03248281823,1133914.020162872,675717364.4522896,195205.12021693497,199240.03248281823,0.0,104150.66288639524,0.0,0.0,4034.912265883292,0.0,61385.75374134156,0.0,15966.042251139816,0.0,96964.94051773527,20888.383706718258,0.0,25582770576.710415,332066720.8046971,pasta sauce,pasta sauce,1.0,pasta sauce,117.4,1.7369999999999997,4.4,5.003499999999999,8.096,86.75,1.7100000000000002,0.0253,0.000691,0.259,0.44185,
8743,8743,2015,"Pickles, Olives, And Pickled Vegetables",86573.69842322644,492707.8619499541,446280946.4681341,84820.44997552362,86573.69842322644,0.0,45255.50396145149,0.0,0.0,1753.248447702804,0.0,26673.312916387134,0.0,5743.1520655497925,0.0,43327.57294406541,9076.412049521285,0.0,11116215135.779572,144289497.3720441,"pickles, olives, and pickled vegetables","pickled radish sliced takuan, pickled radish",0.6024096385542169,"pickled radish sliced takuan, pickled radish",30.0,0.0,0.0,0.0,3.33,0.0,3.3,0.033,0.0,0.033,0.633,
8744,8744,2015,Pie Crusts,5343.557338979557,15267.306682798737,44766300.21694576,5235.342213827142,5343.557338979557,0.0,2793.2892405755692,0.0,0.0,108.21512515241446,0.0,1646.347327019356,0.0,319.1346695848249,0.0,2709.6400914554097,560.2201257675508,0.0,686122160.10555,8905928.898299262,pie crusts,pie crusts,1.0,pie crusts,25.555555555555557,4.0488888888888885,7.333333333333333,23.64444444444444,49.25555555555556,427.44444444444446,0.3444444444444444,0.0,0.0016255555555555,0.0124285714285714,0.4698888888888889,
8747,8747,2015,Ramen,16210.25168603255,75748.83965435771,219583014.66999695,15881.969550429762,16210.25168603255,0.0,8473.741133329668,0.0,0.0,328.2821356027861,0.0,4994.370386733263,0.0,949.459437763125,0.0,8238.652163214145,1699.4875627192275,0.0,2081424825.6572957,27017086.143387582,ramen,ramen,1.0,ramen,55.0,12.7,3.0,2.73,63.6,327.0,3.6,0.036,0.00491,,1.36,
8748,8748,2015,Rice,127203.7332395476,594409.968409101,316572453.43564135,124627.66508136428,127203.7332395476,0.0,66494.43374119888,0.0,0.0,2576.068158183312,0.0,39191.40619642065,0.0,10756.236393254054,0.0,61343.94562137568,13336.076870313897,0.0,16333183062.741428,212006222.0659127,rice,rice,1.0,rice,59.42857142857143,6.171428571428571,0.0,0.3471428571428571,71.21428571428571,319.42857142857144,1.6833333333333331,0.0193333333333333,0.0033566666666666,0.1,0.0664285714285714,
8749,8749,2015,Salad Dressing,134466.02394899965,537864.0957959986,677462978.7955644,131742.88341034725,134466.02394899965,0.0,70290.7209734265,0.0,0.0,2723.1405386523584,0.0,41428.91430928897,0.0,9550.154002541649,0.0,66666.35753056683,14097.457567949805,0.0,17265673962.11582,224110039.9149994,salad dressing,salad dressing,1.0,salad dressing,22.375,0.41625,5.375,34.875,13.45,370.8571428571428,0.0,0.0111666666666666,0.0,,0.825875,
8750,8750,2015,Salad Dressing,134466.02394899965,537864.0957959986,677462978.7955644,131742.88341034725,134466.02394899965,0.0,70290.7209734265,0.0,0.0,2723.1405386523584,0.0,41428.91430928897,0.0,9550.154002541649,0.0,66666.35753056683,14097.457567949805,0.0,17265673962.11582,224110039.9149994,salad dressing,"avocado dressing, avocado",0.6153846153846154,"avocado dressing, avocado",30.0,0.0,0.0,30.0,6.67,300.0,0.0,0.0,0.0,,0.8,
8757,8757,2015,Snack Cakes,151858.26013033665,709618.0379922275,1223232842.7850797,148782.90048077208,151858.26013033665,0.0,79382.33225651144,0.0,0.0,3075.359649564558,0.0,46787.45352419737,0.0,10639.36010932649,0.0,75435.22211384855,15920.864733399678,0.0,19498867675.74101,253097100.2172278,snack cakes,snack cakes,1.0,snack cakes,64.0,2.6033333333333335,0.0,19.833333333333332,63.06666666666666,443.3333333333333,1.0333333333333334,0.0153333333333333,0.0019199999999999,0.088,0.2286666666666666,
8758,8758,2015,Snack Cakes,151858.26013033665,709618.0379922275,1223232842.7850797,148782.90048077208,151858.26013033665,0.0,79382.33225651144,0.0,0.0,3075.359649564558,0.0,46787.45352419737,0.0,10639.36010932649,0.0,75435.22211384855,15920.864733399678,0.0,19498867675.74101,253097100.2172278,snack cakes,basket cakes,0.6956521739130435,basket cakes,68.0,2.94,0.0,20.6,61.8,441.0,1.5,0.015,0.00294,0.118,0.279,
8759,8759,2015,Specialty Wraps,2326.960004079458,10873.644878875972,15230461.655632265,2279.835541461787,2326.960004079458,0.0,1216.3942352092536,0.0,0.0,47.124462617670574,0.0,716.9352062251393,0.0,86.03474201332303,0.0,1232.9064208135828,243.9591724097417,0.0,298785756.9772258,3878266.673465763,specialty wraps,specialty rub,0.7857142857142857,specialty rub,5.0,0.0,0.0,0.0,80.0,400.0,0.0,0.0,0.0,,0.6,
8760,8760,2015,Specialty Wraps,2326.960004079458,10873.644878875972,15230461.655632265,2279.835541461787,2326.960004079458,0.0,1216.3942352092536,0.0,0.0,47.124462617670574,0.0,716.9352062251393,0.0,86.03474201332303,0.0,1232.9064208135828,243.9591724097417,0.0,298785756.9772258,3878266.673465763,specialty wraps,specialty popcorn,0.6875,specialty popcorn,30.0,6.67,29.0,30.0,50.0,433.0,6.7,0.067,0.0024,,0.7,
8762,8762,2015,Toaster Pastries,50342.81770956929,235246.8117269593,238264326.04161817,49323.29944236069,50342.81770956929,0.0,26316.186414358057,0.0,0.0,1019.5182672085986,0.0,15510.59680153068,0.0,3173.360112145191,0.0,25361.38668772931,5277.955840955502,0.0,6464106332.446668,83904696.18261549,toaster pastries,toaster pastries,1.0,toaster pastries,95.33333333333331,4.1658333333333335,22.291666666666668,9.380416666666669,71.9375,387.625,1.45,0.0275,0.0044475,0.2782,0.2699166666666667,
8763,8763,2015,Toaster Pastries,50342.81770956929,235246.8117269593,238264326.04161817,49323.29944236069,50342.81770956929,0.0,26316.186414358057,0.0,0.0,1019.5182672085986,0.0,15510.59680153068,0.0,3173.360112145191,0.0,25361.38668772931,5277.955840955502,0.0,6464106332.446668,83904696.18261549,toaster pastries,easter basket cakes,0.6285714285714286,easter basket cakes,72.0,1.39,0.0,19.4,63.9,431.0,0.0,0.0,0.0005,0.049,0.194,
8765,8765,2015,Bacon,160118.7861203016,552133.7452424193,1524352636.3545363,157559.2700443752,160118.7861203016,0.0,108631.1538005298,0.0,0.0,2559.5160759263795,0.0,39589.784195589185,0.0,11946.73231816896,0.0,101556.12592620638,4466.6276044106635,0.0,207233088766.3635,266864643.533836,bacon,bacon,1.0,bacon,15.0,28.81555555555555,9.0,41.76666666666667,0.0,513.7777777777778,0.0,0.0,0.0019633333333333,0.588,1.7073333333333331,
8768,8768,2015,Chicken Breast,121412.32742781,809415.5161853998,1120767259.4144423,119471.53827122944,121412.32742781,24282.46548556199,82371.10418874481,0.0,0.0,1940.7891565805207,0.0,30019.512126077545,0.0,12146.123501523482,0.0,73919.0192781915,3386.883365436923,0.0,157137411772.99615,202353879.04634997,chicken breast,chicken breast,1.0,chicken breast,113.8,17.97,8.4,3.428,2.31,114.7,0.3666666666666666,0.029,0.0004966666666666,0.264,0.5925,
8769,8769,2015,Chicken Legs,130625.24285640048,870834.9523760033,222457877.7349843,128537.1842524491,130625.24285640048,88825.1651423523,88621.52399971287,0.0,0.0,2088.0586039513673,0.0,32297.429305365145,0.0,7743.371323920504,0.0,84852.49941873986,3643.884204423584,0.0,169061190156.97446,217708738.09400085,chicken legs,chicken wings,0.8,chicken wings,118.83076946551984,16.391666666666666,17.384615384615383,13.901666666666667,0.0,195.46153846153845,0.0,0.0059090909090909,0.0004676923076923,0.1693333333333333,0.195,
8770,8770,2015,Chicken Thighs,39068.81864020873,260458.7909347249,227713228.07367608,38444.29935799324,39068.81864020873,12502.02196486679,26505.88946709114,0.0,0.0,624.5192822154909,0.0,9659.86650423629,0.0,3468.812970957578,0.0,24225.76735494571,1089.85252785366,0.0,50564659884.320656,65114697.733681224,chicken thighs,chicken thighs,1.0,chicken thighs,112.125,15.9625,12.25,13.57375,0.22125,188.375,0.0,0.0,0.0006174999999999,0.17,0.2025,
8771,8771,2015,Chicken Wings,3989.6940097776833,26597.96006518456,27990779.728802893,3925.9183204692417,3989.6940097776833,1516.083723715519,2706.7721039777493,0.0,0.0,63.77568930844156,0.0,986.4621677487636,0.0,244.11387746170124,0.0,2584.0469186737228,111.2953565850534,0.0,5163645271.815217,6649490.016296139,chicken wings,chicken bouillon,0.6896551724137931,chicken bouillon,2.5,0.0,0.0,0.0,0.0,0.0,,,,,26.4,
8773,8773,2015,Crab,17418.03326775825,43545.08316939561,339645351.0497705,17139.60412624357,17418.03326775825,3483.6066535516484,11817.108389711211,0.0,0.0,278.4291415146768,0.0,4306.653796788372,0.0,1681.1035237333415,0.0,10665.95835944136,485.8884462804952,0.0,22543218830.05553,29030055.446263745,crab,crab,1.0,crab,57.0,22.8,20.0,1.23,0.0,118.0,0.0,0.088,0.00095,,0.374,
8775,8775,2015,Ground Beef,289299.06756388396,1446495.3378194196,2358644847.6457872,284674.59074812825,289299.06756388396,0.0,196272.35669442476,0.0,0.0,4624.476815755653,0.0,71529.94305261703,0.0,20362.80425425917,0.0,184711.63986039144,8070.203580860594,0.0,374424143482.1316,482165112.60647327,ground beef,ground beef,1.0,ground beef,112.1,17.725,41.75,19.336315789473687,0.0,243.0,0.0,0.009,0.894759,,0.06275,
8776,8776,2015,Ground Chicken,3491.943159653369,23279.621064355797,32707760.886814557,3436.1240714007336,3491.943159653369,0.0,2369.0775057088513,0.0,0.0,55.819088252635325,0.0,863.3919820630747,0.0,484.9192555525924,0.0,1990.4025917524912,97.41024203257528,0.0,4519433255.182483,5819905.266088949,ground chicken,ground chicken,1.0,ground chicken,112.05263157894736,19.38421052631579,8.789473684210526,7.316111111111111,0.0468421052631578,141.47368421052633,0.0,0.0031578947368421,0.0007847368421052,0.2639090909090909,0.1348947368421052,
8777,8777,2015,Ground Turkey,61729.542504519966,176370.12144148565,501663205.58404994,60742.78910582012,61729.542504519966,0.0,41879.85425274607,0.0,0.0,986.7533986998352,0.0,15262.789117138682,0.0,6421.006528596383,0.0,37337.00389696676,1721.9895631182974,0.0,79893209730.77396,102882570.8408666,ground turkey,ground turkey,1.0,ground turkey,109.25,18.215,16.8,11.236,0.0445,173.95,0.0,0.0253529411764705,0.0011915,0.2375,0.0847,
8778,8778,2015,Ham,117172.08458646636,404041.670987815,613821463.3973507,115299.07616930571,117172.08458646636,8202.045921052642,79494.34947800451,0.0,0.0,1873.0084171606215,0.0,28971.10111139773,0.0,10712.091471781458,0.0,72347.28481541743,3268.5987707091044,0.0,151649494693.292,195286807.6441106,ham,ham,1.0,ham,60.5,16.73,4.4,3.959999999999999,3.575,119.2,0.0,0.0,0.000743,,1.0057,
8779,8779,2015,Lamb,8418.77941512443,42093.89707562215,129475433.18743064,8284.204317630876,8418.77941512443,1515.380294722397,5711.645357903203,0.0,0.0,134.57509749355373,0.0,2081.564995032058,0.0,888.2008562856554,0.0,5079.590617149564,234.84784916359828,0.0,10895971073.176336,14031299.025207384,lamb,lamb,1.0,lamb,112.0,17.0,0.0,20.5,0.0,259.0,0.0,0.0,0.00145,,0.076,
8784,8784,2015,Other Chicken,9137.3396543606,60915.59769573735,89284245.03193244,8991.27829389685,9137.3396543606,182.74679308721196,6199.1461050345415,0.0,0.0,146.06136046375056,0.0,2259.230873547509,0.0,601.3060735462789,0.0,5875.848747877292,254.8925989257704,0.0,11825964745.060217,15228899.423934337,other chicken,whole chicken,0.7692307692307693,whole chicken,84.0,23.1,23.0,16.7,0.0,243.0,0.0,,,,0.05,
8791,8791,2015,Pork,341157.3298759564,1176404.58577916,2278443811.8936696,335703.8931406718,341157.3298759564,71643.03927395081,231455.12946924716,0.0,0.0,5453.436735284592,0.0,84352.03259900348,0.0,25824.458351742436,0.0,216010.575439028,9516.826750897875,0.0,441541488906.62634,568595549.7932607,pork,pork,1.0,pork,86.37999999523163,14.082,6.8,3.036,26.196000000000005,210.4,0.3399999999999999,0.0034,0.000862,,0.364,
8792,8792,2015,Salmon,24051.11120328777,60127.77800821942,783974192.6833526,23666.651595141244,24051.11120328777,0.0,16317.26060073305,0.0,0.0,384.4596081465231,0.0,5946.699480265125,0.0,2637.2593632762155,0.0,14411.76987102896,670.9228805709446,0.0,31128053014.190723,40085185.338812955,salmon,salmon,1.0,salmon,127.375,19.175,14.0,12.1125,1.1175,196.75,0.175,0.0135,0.0005574999999999,0.362,0.351,
8793,8793,2015,Salmon,24051.11120328777,60127.77800821942,783974192.6833526,23666.651595141244,24051.11120328777,0.0,16317.26060073305,0.0,0.0,384.4596081465231,0.0,5946.699480265125,0.0,2637.2593632762155,0.0,14411.76987102896,670.9228805709446,0.0,31128053014.190723,40085185.338812955,salmon,calzone,0.6153846153846154,calzone,198.0,11.6,45.0,10.6,29.8,268.0,1.0,0.177,0.00055,,0.586,
8795,8795,2015,Shrimp,24961.719499384213,62404.298748460526,389480006.6632983,24562.703719353023,24961.719499384213,998.468779975368,16935.05462891766,0.0,0.0,399.0157800311866,0.0,6171.849737787596,0.0,2341.929714239775,0.0,15352.599319635026,696.3249476906254,0.0,32306604103.84587,41602865.832307026,shrimp,shrimp,1.0,shrimp,99.85,19.056,1.0,1.8504999999999996,1.3055,100.75,0.045,0.05785,0.001318,0.24575,0.34745,
8796,8796,2015,Steaks,78023.82303598482,390119.1151799241,1901005650.3380527,76776.60380453376,78023.82303598482,17945.479298276503,52934.5626812289,0.0,0.0,1247.2192314510537,0.0,19291.592142028047,0.0,6224.859004385766,0.0,49083.62253184019,2176.5301262797634,0.0,100982016144.93243,130039705.05997472,steaks,tea,0.6666666666666666,tea,280.40277777777777,0.0,0.0,0.0,4.075555555555557,16.444444444444443,0.2666666666666666,0.0,0.0,,0.0012222222222222,
8797,8797,2015,Whole Chicken,58415.807185539146,389438.714570261,254353057.034743,57482.02420352685,58415.807185539146,18693.05829937252,39631.68025759728,0.0,0.0,933.7829820122892,0.0,14443.459484816927,0.0,5578.230143938158,0.0,35830.784019018596,1629.550555753167,0.0,75604421249.76064,97359678.64256524,whole chicken,"bouillon, chicken",0.6666666666666666,"bouillon, chicken",1.0,0.0,0.0,0.0,100.0,0.0,,,,,20.0,
